Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
13014,159.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,9.00,,58.00,-,-,"1,016.00",95.00,159.00,-,22.00,2.00,2021-01-22 12:00:00,+07:00,#NAME?,#NAME?
13252,212.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,83.60,-,1.00,989.40,212.00,208.00,2.00,17.10,1.00,2021-01-22 13:00:00,+07:00,#NAME?,#NAME?
8767,114.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,49.00,-,-,"1,007.00",,114.00,-,32.00,1.50,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
8688,180.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,49.00,-,-,"1,013.00",,-,-,23.00,3.00,2021-01-23 14:00:00,+07:00,#NAME?,#NAME?
8641,189.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,,49.00,8.70,3.70,"1,013.00",,189.00,4.60,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13012,26.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,,62.10,12.00,20.00,924.20,25.00,26.00,1.00,25.80,2.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,2.00,,70.50,-,-,"1,013.50",52.00,68.00,-,22.50,4.10,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
13251,169.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,11.00,,49.00,28.00,2.00,"1,013.50",123.00,169.00,2.00,23.00,3.30,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
12976,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.00,,68.00,16.00,24.00,"1,017.00",102.00,176.00,4.00,19.00,0.50,2021-01-23 11:00:00,+07:00,#NAME?,#NAME?
13250,151.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,40.00,,73.10,2.00,1.00,"1,002.20",55.00,151.00,150.00,20.90,2.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
5507,65.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,81.30,9.00,61.00,"1,000.40",34.00,65.00,-,23.70,2.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
11778,51.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,7.00,,81.30,8.00,-,"1,000.40",29.00,51.00,14.00,23.70,2.00,2021-01-23 14:00:00,+07:00,#NAME?,#NAME?
12958,226.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6.00,,49.00,20.00,41.00,"1,012.00",136.00,226.00,6.00,23.00,3.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
12957,214.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,1.00,,49.00,13.00,-,"1,012.00",128.00,214.00,16.00,23.00,3.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
13015,170.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,40.00,,49.00,37.00,-,"1,013.00",130.00,170.00,-,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13018,149.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.00,,49.00,33.00,-,"1,013.50",81.00,149.00,-,23.00,3.30,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13019,157.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,,49.00,35.00,-,"1,013.00",92.00,157.00,-,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13026,160.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10.00,,49.00,23.00,4.00,"1,013.50",106.00,160.00,1.00,23.00,3.30,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,3.00,,68.50,1.00,45.00,"1,012.00",-,-,6.00,23.50,5.40,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2.00,,69.00,2.00,32.00,"1,011.00",-,-,3.00,26.00,9.20,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
13017,167.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,,49.00,20.00,-,"1,013.00",123.00,167.00,-,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13020,151.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,12.00,,49.00,23.00,-,"1,013.00",83.00,151.00,-,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13013,168.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.00,,49.00,31.00,-,"1,013.50",121.00,168.00,-,23.00,3.30,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13014,155.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,11.00,,49.00,-,-,"1,013.00",89.00,155.00,-,23.00,3.00,2021-01-23 13:00:00,+07:00,#NAME?,#NAME?
13252,340.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,,68.90,-,1.00,985.90,340.00,194.00,2.00,18.00,1.00,2021-01-23 15:00:00,+07:00,#NAME?,#NAME?
8767,80.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,74.00,-,-,"1,009.00",,80.00,-,27.00,4.10,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
8688,161.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,,77.00,-,-,"1,015.00",,-,-,21.00,3.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
8641,139.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,,77.00,12.80,0.90,"1,015.00",,139.00,1.60,21.00,3.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
13012,70.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,6.00,,43.40,17.00,22.00,923.40,53.00,70.00,2.00,29.00,2.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
12488,29.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.00,,88.00,-,-,"1,014.50",24.00,29.00,-,22.00,2.80,2021-01-25 15:00:00,+07:00,#NAME?,#NAME?
13251,147.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,23.00,,77.00,23.00,1.00,"1,015.00",95.00,147.00,2.00,21.00,3.80,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
12976,176.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,9.00,,68.00,16.00,24.00,"1,017.00",102.00,176.00,4.00,19.00,0.50,2021-01-23 11:00:00,+07:00,#NAME?,#NAME?
13250,127.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,36.00,,61.80,2.00,1.00,"1,001.10",56.00,127.00,23.00,24.50,1.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
5507,32.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,95.70,18.00,16.00,"1,002.00",17.00,32.00,-,19.80,1.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
11778,11.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,,95.70,29.00,-,"1,002.00",7.00,11.00,7.00,19.80,1.00,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
12958,137.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,,77.00,46.00,3.00,"1,015.00",91.00,137.00,3.00,21.00,3.00,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
12957,116.00,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,,77.00,17.00,-,"1,015.00",66.00,116.00,5.00,21.00,3.80,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
13015,150.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,51.00,,77.00,48.00,-,"1,015.00",102.00,150.00,-,21.00,3.80,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
13018,106.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,,77.00,11.00,-,"1,015.00",66.00,106.00,-,21.00,3.80,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
13019,132.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,13.00,,77.00,26.00,-,"1,015.00",77.00,132.00,-,21.00,3.80,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
13026,145.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,,77.00,15.00,2.00,"1,015.00",84.00,145.00,1.00,21.00,3.80,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,9.00,,78.00,1.00,18.00,"1,014.00",-,-,6.00,23.00,1.50,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2.00,,73.00,3.00,31.00,"1,013.00",-,-,3.00,24.00,5.10,2021-01-25 19:00:00,+07:00,#NAME?,#NAME?
13017,146.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,,77.00,24.00,-,"1,015.00",102.00,146.00,-,21.00,3.00,2021-01-25 18:00:00,+07:00,#NAME?,#NAME?
